tick,action,target_r,target_c,agent_r,agent_c,reason,chosen_cost,runner_up,margin,entropy,peak_r,peak_c,peak_belief,peak_evidence_ratio,case,agent,policy,seed,committed,findable,attribution,true_r,true_c,shadow_peak_r,shadow_peak_c
8,hold_position,,,9,20,"too little to go on to commit: uncertainty 0.45, peak traceability 1996.88",1.0,retreat,0.35,0.4456,9,18,0.194948,1996.8797,2,belief,B_poi_weighted,1053741944,0,1,,10,15,9,18
9,hold_position,,,9,20,"too little to go on to commit: uncertainty 0.47, peak traceability 12198.85",1.0,retreat,0.35,0.4662,9,18,0.172733,12198.846,2,belief,B_poi_weighted,1053741944,0,1,,10,14,9,18
10,hold_position,,,9,20,"too little to go on to commit: uncertainty 0.49, peak traceability 75285.16",1.025,retreat,0.35,0.4853,9,18,0.156211,75285.1586,2,belief,B_poi_weighted,1053741944,0,0,,9,14,9,18
11,hold_position,,,9,20,"too little to go on to commit: uncertainty 0.51, peak traceability 459377.21",1.05,retreat,0.35,0.5124,9,18,0.140861,459377.21,2,belief,B_poi_weighted,1053741944,0,0,,8,14,9,18
12,hold_position,,,9,20,"too little to go on to commit: uncertainty 0.57, peak traceability 2507027.75",1.075,retreat,0.35,0.567,9,18,0.115919,2507027.7456,2,belief,B_poi_weighted,1053741944,0,0,,8,13,9,18
13,search,6,16,9,20,"following the evidence: peak (6, 16) at 0.108, traceability 31.08",-6.6053,search,0.8443,0.6215,6,16,0.108231,31.0809,2,belief,B_poi_weighted,1053741944,1,0,0.6395,8,12,9,18
14,search,6,16,8,20,"following the evidence: peak (6, 16) at 0.146, traceability 41.14",-14.1874,search,4.7495,0.5899,6,16,0.145745,41.1444,2,belief,B_poi_weighted,1053741944,1,0,0.7978,8,11,9,18
15,search,6,16,8,19,"following the evidence: peak (6, 16) at 0.146, traceability 40.13",-17.6489,search,4.7602,0.5626,6,16,0.145767,40.1295,2,belief,B_poi_weighted,1053741944,1,0,0.9528,8,10,9,18
16,search,6,17,8,18,"following the evidence: peak (6, 17) at 0.130, traceability 24.45",-14.8022,search,1.8213,0.5694,6,17,0.129877,24.4463,2,belief,B_poi_weighted,1053741944,1,0,0.3305,7,10,9,18
17,search,6,17,8,17,"following the evidence: peak (6, 17) at 0.135, traceability 25.17",-16.5346,search,4.7791,0.5685,6,17,0.135249,25.1695,2,belief,B_poi_weighted,1053741944,1,0,0.4043,6,10,9,18
18,search,6,18,8,16,"following the evidence: peak (6, 18) at 0.119, traceability 18.38",-4.9372,search,0.9249,0.5879,6,18,0.118592,18.3779,2,belief,B_poi_weighted,1053741944,1,0,0.1817,5,10,9,18
19,search,6,18,7,16,"following the evidence: peak (6, 18) at 0.097, traceability 17.18",-9.1281,search,4.8776,0.5848,6,18,0.096961,17.1817,2,belief,B_poi_weighted,1053741944,1,0,0.2258,4,10,9,18
20,search,9,13,6,16,"following the evidence: peak (9, 13) at 0.120, traceability 19.58",-23.0785,search,8.0022,0.559,9,13,0.120433,19.5813,2,belief,B_poi_weighted,1053741944,1,0,0.1677,3,10,9,18
21,search,9,13,7,16,"following the evidence: peak (9, 13) at 0.117, traceability 19.10",-27.9408,search,11.6938,0.5598,9,13,0.116946,19.0987,2,belief,B_poi_weighted,1053741944,1,0,0.2018,2,10,9,18
22,search,9,13,8,16,"following the evidence: peak (9, 13) at 0.117, traceability 19.16",-29.6363,search,12.7746,0.5601,9,13,0.116812,19.1586,2,belief,B_poi_weighted,1053741944,1,0,0.2378,2,11,9,18
23,search,9,13,9,16,"following the evidence: peak (9, 13) at 0.114, traceability 18.86",-30.549,search,12.8476,0.5656,9,13,0.114489,18.8593,2,belief,B_poi_weighted,1053741944,1,0,0.2754,2,12,9,18
24,search,8,13,10,16,"following the evidence: peak (8, 13) at 0.180, traceability 46.68",-8.6542,hold_position,10.0292,0.5934,8,13,0.179944,46.6843,2,belief,B_poi_weighted,1053741944,1,0,0.172,2,13,9,18
25,search,8,14,10,15,"following the evidence: peak (8, 14) at 0.176, traceability 109.93",-3.0389,hold_position,4.4389,0.6189,8,14,0.176458,109.9338,2,belief,B_poi_weighted,1053741944,1,0,0.3711,2,14,9,18
26,hold_position,,,10,14,"too little to go on to commit: uncertainty 0.64, peak traceability 118.17",1.425,retreat,0.35,0.6395,6,19,0.133121,118.1669,2,belief,B_poi_weighted,1053741944,0,0,,2,13,9,18
27,flank,10,15,10,14,"following the evidence: peak (6, 19) at 0.150, traceability 134.37",0.6238,hold_position,0.8262,0.6024,6,19,0.150391,134.3747,2,belief,B_poi_weighted,1053741944,1,0,3.5847,2,12,9,18
28,hold_position,,,10,15,"too little to go on to commit: uncertainty 0.60, peak traceability 112.63",1.475,retreat,0.35,0.5976,6,20,0.149111,112.6349,2,belief,B_poi_weighted,1053741944,0,0,,2,11,9,18
29,hold_position,,,10,15,"too little to go on to commit: uncertainty 0.60, peak traceability 114.05",1.5,retreat,0.35,0.5986,6,20,0.148518,114.054,2,belief,B_poi_weighted,1053741944,0,0,,2,10,9,18
30,hold_position,,,10,15,"too little to go on to commit: uncertainty 0.60, peak traceability 115.23",1.525,retreat,0.35,0.6006,6,20,0.147808,115.2286,2,belief,B_poi_weighted,1053741944,0,0,,3,10,9,18
31,hold_position,,,10,15,"too little to go on to commit: uncertainty 0.60, peak traceability 116.31",1.55,retreat,0.35,0.6026,6,20,0.147137,116.3097,2,belief,B_poi_weighted,1053741944,0,0,,4,10,9,18
32,hold_position,,,10,15,"too little to go on to commit: uncertainty 0.60, peak traceability 117.32",1.575,retreat,0.35,0.6044,6,20,0.146511,117.3239,2,belief,B_poi_weighted,1053741944,0,0,,5,10,9,18
33,hold_position,,,10,15,"too little to go on to commit: uncertainty 0.61, peak traceability 118.28",1.6,retreat,0.35,0.6061,6,20,0.145922,118.278,2,belief,B_poi_weighted,1053741944,0,0,,6,10,9,18
34,hold_position,,,10,15,"too little to go on to commit: uncertainty 0.61, peak traceability 119.17",1.625,retreat,0.35,0.6077,6,20,0.145361,119.174,2,belief,B_poi_weighted,1053741944,0,0,,7,10,9,18
35,hold_position,,,10,15,"too little to go on to commit: uncertainty 0.61, peak traceability 120.01",1.65,retreat,0.35,0.6092,6,20,0.144821,120.012,2,belief,B_poi_weighted,1053741944,0,1,,8,10,9,18
36,hold_position,,,10,15,"too little to go on to commit: uncertainty 0.65, peak traceability 83.70",1.0,retreat,0.35,0.6485,6,20,0.099984,83.6958,2,belief,B_poi_weighted,1053741944,0,1,,9,10,9,18
37,hold_position,,,10,15,"too little to go on to commit: uncertainty 0.64, peak traceability 113.91",1.025,retreat,0.35,0.6448,6,20,0.134793,113.9082,2,belief,B_poi_weighted,1053741944,0,1,,10,10,9,18
38,flank,10,15,10,15,"acting on weakly supported belief: traceability 515016.05, 0% unaccounted for",0.0,hold_position,1.0,0.661,8,10,0.098372,127.3058,2,belief,B_poi_weighted,1053741944,1,1,7.8875,10,11,9,18
39,flank,10,15,10,15,"acting on weakly supported belief: traceability 1369957.75, 0% unaccounted for",0.0,hold_position,1.0,0.5729,8,10,0.11479,151.3067,2,belief,B_poi_weighted,1053741944,1,1,8.2862,10,12,9,18
40,flank,10,15,10,15,"acting on weakly supported belief: traceability 2305787.50, 0% unaccounted for",0.0,hold_position,1.0,0.5658,9,17,0.098033,204167.4105,2,belief,B_poi_weighted,1053741944,1,1,8.6282,10,13,9,18
41,flank,10,15,10,15,"acting on weakly supported belief: traceability 2857908.11, 0% unaccounted for",0.0,hold_position,1.0,0.5808,9,17,0.096646,185462.6488,2,belief,B_poi_weighted,1053741944,1,1,8.9181,10,14,9,18
42,flank,10,15,10,15,"acting on weakly supported belief: traceability 3133563.24, 0% unaccounted for",0.0,hold_position,1.0,0.5936,9,17,0.091682,163343.1024,2,belief,B_poi_weighted,1053741944,1,1,9.1703,10,15,9,18
0,search,4,16,2,20,"following the evidence: peak (4, 12) at 0.070, traceability 14.07",-15.8379,search,1.997,0.8608,4,12,0.070023,14.0746,3,belief,B_poi_weighted,835894097,1,1,3.1329,5,12,4,12
1,search,5,12,3,20,"following the evidence: peak (5, 12) at 0.078, traceability 12.41",-7.6721,search,7.8629,0.8523,5,12,0.077572,12.415,3,belief,B_poi_weighted,835894097,1,1,12.0283,6,12,5,12
2,search,5,12,4,20,"following the evidence: peak (5, 12) at 0.083, traceability 12.85",-10.1529,search,10.9037,0.8641,5,12,0.082871,12.8456,3,belief,B_poi_weighted,835894097,1,1,11.5734,6,13,5,12
3,search,5,12,4,19,"following the evidence: peak (5, 12) at 0.069, traceability 14.09",-6.2127,hold_position,7.2877,0.9005,5,12,0.068711,14.0931,3,belief,B_poi_weighted,835894097,1,1,11.2002,6,12,5,12
4,search,6,13,4,18,"following the evidence: peak (6, 13) at 0.051, traceability 10.51",0.992,hold_position,0.108,0.9354,6,13,0.050654,10.5113,3,belief,B_poi_weighted,835894097,1,1,7.6538,6,13,5,13
5,hold_position,,,4,17,"too little to go on to commit: uncertainty 0.96, peak traceability 7.36",1.125,retreat,0.35,0.9632,6,14,0.025103,7.36,3,belief,B_poi_weighted,835894097,0,1,,5,13,5,13
6,call_reinforcements,6,13,4,17,"following the evidence: peak (6, 13) at 0.193, traceability 303.70",-3.4007,flank,4.0273,0.6898,6,13,0.193002,303.7,3,belief,B_poi_weighted,835894097,1,1,15.5788,5,14,5,13
7,flank,4,16,4,17,"following the evidence: peak (5, 14) at 0.040, traceability 89.71",0.6133,hold_position,0.4117,0.939,5,14,0.040184,89.708,3,belief,B_poi_weighted,835894097,1,1,7.0284,6,14,5,13
8,search,6,15,4,16,"following the evidence: peak (6, 15) at 0.014, traceability 6.42",-1.312,flank,1.3238,0.9679,6,15,0.013895,6.4184,3,belief,B_poi_weighted,835894097,1,1,3.0382,6,15,5,13
9,hold_position,,,4,15,"too little to go on to commit: uncertainty 0.77, peak traceability 62.50",1.0,retreat,0.35,0.771,6,16,0.108987,62.4991,3,belief,B_poi_weighted,835894097,0,1,,6,16,5,13
10,flank,4,16,4,15,"following the evidence: peak (6, 16) at 0.126, traceability 124.26",0.6004,hold_position,0.3996,0.5628,6,16,0.126268,124.2644,3,belief,B_poi_weighted,835894097,1,0,7.6612,7,16,5,13
11,flank,4,16,4,16,"acting on weakly supported belief: traceability 14499.89, 0% unaccounted for",0.0004,hold_position,1.0246,0.5496,6,16,0.146222,108.8493,3,belief,B_poi_weighted,835894097,1,0,7.6432,8,16,5,13
12,flank,4,16,4,16,"acting on weakly supported belief: traceability 12256.15, 0% unaccounted for",0.0005,search,1.0324,0.5487,6,16,0.139467,91.067,3,belief,B_poi_weighted,835894097,1,0,7.6159,9,16,5,13
13,search,10,15,4,16,"following the evidence: peak (8, 16) at 0.196, traceability 187.64",-0.9392,flank,0.9485,0.4571,8,16,0.196426,187.6396,3,belief,B_poi_weighted,835894097,1,1,0.0118,10,16,5,13
14,search,10,15,4,15,"following the evidence: peak (10, 16) at 0.157, traceability 30.28",-17.7506,search,3.0718,0.5261,10,16,0.157065,30.2776,3,belief,B_poi_weighted,835894097,1,1,0.0206,10,15,5,13
15,search,10,15,5,15,"following the evidence: peak (10, 16) at 0.201, traceability 43.62",-17.4295,search,3.2757,0.5358,10,16,0.200652,43.6154,3,belief,B_poi_weighted,835894097,1,1,0.0307,10,14,5,13
16,search,10,15,6,15,"following the evidence: peak (10, 16) at 0.220, traceability 48.20",-19.9298,search,3.3138,0.5162,10,16,0.22015,48.1962,3,belief,B_poi_weighted,835894097,1,1,0.0424,10,15,5,13
17,search,10,15,6,16,"following the evidence: peak (10, 15) at 0.229, traceability 41.56",-22.8136,hold_position,23.9136,0.5558,10,15,0.228522,41.5575,3,belief,B_poi_weighted,835894097,1,1,0.0557,10,14,5,13
18,search,10,15,7,16,"following the evidence: peak (10, 15) at 0.228, traceability 47.06",-27.0297,hold_position,28.1547,0.5579,10,15,0.227922,47.0565,3,belief,B_poi_weighted,835894097,1,1,0.0703,10,15,5,13
19,search,10,14,8,16,"following the evidence: peak (10, 14) at 0.258, traceability 40.63",-18.4986,search,4.2148,0.5939,10,14,0.258243,40.6325,3,belief,B_poi_weighted,835894097,1,1,0.0282,10,14,5,13
20,search,10,14,9,16,"following the evidence: peak (10, 14) at 0.222, traceability 39.92",-26.7443,search,12.831,0.6056,10,14,0.222279,39.9158,3,belief,B_poi_weighted,835894097,1,1,0.0358,9,14,5,13
21,search,8,14,10,16,"following the evidence: peak (8, 14) at 0.080, traceability 20.35",-0.2554,hold_position,1.4554,0.8165,8,14,0.079772,20.3496,3,belief,B_poi_weighted,835894097,1,1,0.0029,8,14,5,13
22,hold_position,,,10,15,"too little to go on to commit: uncertainty 0.50, peak traceability 208.93",1.0,retreat,0.35,0.5025,9,14,0.238843,208.9304,3,belief,B_poi_weighted,835894097,0,1,,8,13,8,17
23,flank,10,15,10,15,"acting on weakly supported belief: traceability 5839.53, 0% unaccounted for",0.001,hold_position,0.999,0.4847,9,14,0.177551,269.9165,3,belief,B_poi_weighted,835894097,1,1,8.6,8,12,9,17
24,flank,10,15,10,15,"acting on weakly supported belief: traceability 26411.92, 0% unaccounted for",0.0002,hold_position,1.0248,0.5494,9,13,0.136659,3363.3151,3,belief,B_poi_weighted,835894097,1,1,9.5582,8,11,9,17
25,flank,10,15,10,15,"acting on weakly supported belief: traceability 74260.26, 0% unaccounted for",0.0001,hold_position,0.9999,0.5018,9,14,0.169222,783.8906,3,belief,B_poi_weighted,835894097,1,1,10.9642,8,10,9,17
26,flank,10,15,10,15,"acting on weakly supported belief: traceability 152365.08, 0% unaccounted for",0.0,hold_position,1.025,0.5494,9,13,0.128133,11077.517,3,belief,B_poi_weighted,835894097,1,0,11.2064,7,10,9,17
27,search,8,14,10,15,"following the evidence: peak (8, 14) at 0.166, traceability 1086.21",-5.8021,flank,5.8021,0.5938,8,14,0.166353,1086.2123,3,belief,B_poi_weighted,835894097,1,0,0.5828,6,10,9,17
28,hold_position,,,10,14,"too little to go on to commit: uncertainty 0.78, peak traceability 5416.62",1.075,retreat,0.35,0.777,8,14,0.086873,5416.6205,3,belief,B_poi_weighted,835894097,0,0,,5,10,9,17
29,flank,10,15,10,14,"following the evidence: peak (9, 14) at 0.026, traceability 16293.88",0.6,hold_position,0.5,0.9103,9,14,0.025775,16293.8767,3,belief,B_poi_weighted,835894097,1,0,11.1357,4,10,9,17
30,flank,10,15,10,15,"acting on weakly supported belief: traceability 100154.63, 0% unaccounted for",0.0001,hold_position,1.1249,0.9189,8,16,0.023851,3816.6096,3,belief,B_poi_weighted,835894097,1,0,10.9999,4,9,9,17
31,flank,10,15,10,15,"acting on weakly supported belief: traceability 73130.51, 0% unaccounted for",0.0001,hold_position,1.1499,0.9169,7,16,0.021895,1327.6896,3,belief,B_poi_weighted,835894097,1,0,10.8491,4,8,9,17
32,flank,10,15,10,15,"acting on weakly supported belief: traceability 38892.35, 0% unaccounted for",0.0002,hold_position,1.1748,0.9179,7,16,0.019931,1135.7927,3,belief,B_poi_weighted,835894097,1,0,10.6901,4,7,9,17
33,search,7,9,10,15,"following the evidence: peak (7, 9) at 0.019, traceability 3.43",-1.1688,hold_position,2.3688,0.9194,7,9,0.018944,3.428,3,belief,B_poi_weighted,835894097,1,0,0.0024,4,6,9,17
34,hold_position,,,10,14,"too little to go on to commit: uncertainty 0.92, peak traceability 2.08",1.225,retreat,0.35,0.9188,6,9,0.016902,2.075,3,belief,B_poi_weighted,835894097,0,0,,3,6,9,17
35,search,6,9,10,14,"following the evidence: peak (6, 9) at 0.016, traceability 2.07",-0.3025,hold_position,1.5525,0.9192,6,9,0.0163,2.0659,3,belief,B_poi_weighted,835894097,1,0,0.0011,2,6,9,17
36,hold_position,,,9,14,"too little to go on to commit: uncertainty 0.92, peak traceability 3.29",1.275,retreat,0.35,0.9205,11,21,0.015889,3.2918,3,belief,B_poi_weighted,835894097,0,0,,2,5,9,17
37,hold_position,,,9,14,"too little to go on to commit: uncertainty 0.92, peak traceability 3.32",1.3,retreat,0.35,0.9218,11,21,0.015723,3.3207,3,belief,B_poi_weighted,835894097,0,0,,2,4,9,17
38,hold_position,,,9,14,"too little to go on to commit: uncertainty 0.92, peak traceability 3.34",1.325,retreat,0.35,0.9233,11,21,0.015525,3.3408,3,belief,B_poi_weighted,835894097,0,0,,2,3,9,17
39,hold_position,,,9,14,"too little to go on to commit: uncertainty 0.92, peak traceability 3.36",1.35,retreat,0.35,0.9246,11,21,0.015334,3.358,3,belief,B_poi_weighted,835894097,0,0,,2,2,9,17
40,hold_position,,,9,14,"too little to go on to commit: uncertainty 0.93, peak traceability 3.37",1.375,retreat,0.35,0.9256,11,21,0.015155,3.3734,3,belief,B_poi_weighted,835894097,0,0,,3,2,9,17
41,hold_position,,,9,14,"too little to go on to commit: uncertainty 0.93, peak traceability 3.39",1.4,retreat,0.35,0.9265,11,21,0.014986,3.3869,3,belief,B_poi_weighted,835894097,0,0,,4,2,9,17
42,hold_position,,,9,14,"too little to go on to commit: uncertainty 0.93, peak traceability 3.40",1.425,retreat,0.35,0.9272,11,21,0.014826,3.3985,3,belief,B_poi_weighted,835894097,0,0,,4,3,9,17
43,hold_position,,,9,14,"too little to go on to commit: uncertainty 0.93, peak traceability 3.41",1.45,retreat,0.35,0.9279,11,21,0.014672,3.4081,3,belief,B_poi_weighted,835894097,0,0,,4,4,9,17
44,hold_position,,,9,14,"too little to go on to commit: uncertainty 0.93, peak traceability 3.42",1.475,retreat,0.35,0.9284,11,21,0.014523,3.4156,3,belief,B_poi_weighted,835894097,0,0,,5,4,9,17
45,hold_position,,,9,14,"too little to go on to commit: uncertainty 0.93, peak traceability 3.42",1.5,retreat,0.35,0.9288,11,21,0.014378,3.4211,3,belief,B_poi_weighted,835894097,0,0,,6,4,9,17
46,hold_position,,,9,14,"too little to go on to commit: uncertainty 0.93, peak traceability 3.42",1.525,retreat,0.35,0.9292,11,21,0.014237,3.4247,3,belief,B_poi_weighted,835894097,0,0,,6,3,9,17
47,hold_position,,,9,14,"too little to go on to commit: uncertainty 0.93, peak traceability 3.43",1.55,retreat,0.35,0.9295,11,21,0.0141,3.4265,3,belief,B_poi_weighted,835894097,0,0,,6,2,9,17
48,hold_position,,,9,14,"too little to go on to commit: uncertainty 0.93, peak traceability 3.43",1.575,retreat,0.35,0.9298,11,21,0.013966,3.4267,3,belief,B_poi_weighted,835894097,0,0,,6,1,9,17
49,hold_position,,,9,14,"too little to go on to commit: uncertainty 0.93, peak traceability 3.43",1.6,retreat,0.35,0.9301,11,21,0.013835,3.4254,3,belief,B_poi_weighted,835894097,0,0,,6,2,9,17
50,hold_position,,,9,14,"too little to go on to commit: uncertainty 0.93, peak traceability 3.42",1.625,retreat,0.35,0.9303,11,21,0.013708,3.4227,3,belief,B_poi_weighted,835894097,0,0,,6,3,9,17
51,hold_position,,,9,14,"too little to go on to commit: uncertainty 0.93, peak traceability 1.21",1.65,retreat,0.35,0.9305,12,18,0.01376,1.2084,3,belief,B_poi_weighted,835894097,0,0,,6,4,9,17
52,hold_position,,,9,14,"too little to go on to commit: uncertainty 0.93, peak traceability 1.22",1.675,retreat,0.35,0.9307,12,18,0.013863,1.2216,3,belief,B_poi_weighted,835894097,0,0,,5,4,9,17
53,hold_position,,,9,14,"too little to go on to commit: uncertainty 0.93, peak traceability 1.23",1.7,retreat,0.35,0.9309,12,18,0.01396,1.2343,3,belief,B_poi_weighted,835894097,0,0,,6,4,9,17
54,hold_position,,,9,14,"too little to go on to commit: uncertainty 0.93, peak traceability 1.25",1.725,retreat,0.35,0.9311,12,18,0.014052,1.2465,3,belief,B_poi_weighted,835894097,0,0,,5,4,9,17
55,hold_position,,,9,14,"too little to go on to commit: uncertainty 0.93, peak traceability 1.26",1.75,retreat,0.35,0.9312,12,18,0.014139,1.2582,3,belief,B_poi_weighted,835894097,0,0,,6,4,9,17
56,hold_position,,,9,14,"too little to go on to commit: uncertainty 0.93, peak traceability 1.27",1.775,retreat,0.35,0.9313,12,18,0.014221,1.2694,3,belief,B_poi_weighted,835894097,0,0,,5,4,9,17
57,hold_position,,,9,14,"too little to go on to commit: uncertainty 0.93, peak traceability 1.28",1.8,retreat,0.35,0.9315,12,18,0.014298,1.2802,3,belief,B_poi_weighted,835894097,0,0,,4,4,9,17
58,hold_position,,,9,14,"too little to go on to commit: uncertainty 0.93, peak traceability 1.29",1.825,retreat,0.35,0.9316,12,18,0.014371,1.2905,3,belief,B_poi_weighted,835894097,0,0,,4,5,9,17
59,hold_position,,,9,14,"too little to go on to commit: uncertainty 0.93, peak traceability 1.30",1.85,retreat,0.35,0.9317,12,18,0.01444,1.3005,3,belief,B_poi_weighted,835894097,0,0,,4,6,9,17
60,hold_position,,,9,14,"too little to go on to commit: uncertainty 0.93, peak traceability 1.31",1.875,retreat,0.35,0.9318,12,18,0.014506,1.31,3,belief,B_poi_weighted,835894097,0,0,,4,7,9,17
61,hold_position,,,9,14,"too little to go on to commit: uncertainty 0.93, peak traceability 1.32",1.9,retreat,0.35,0.9319,12,18,0.014568,1.3191,3,belief,B_poi_weighted,835894097,0,0,,4,8,9,17
62,hold_position,,,9,14,"too little to go on to commit: uncertainty 0.93, peak traceability 1.33",1.925,retreat,0.35,0.932,12,18,0.014627,1.3279,3,belief,B_poi_weighted,835894097,0,0,,5,8,9,17
63,hold_position,,,9,14,"too little to go on to commit: uncertainty 0.93, peak traceability 1.34",1.95,retreat,0.35,0.9321,12,18,0.014682,1.3363,3,belief,B_poi_weighted,835894097,0,0,,6,8,9,17
64,hold_position,,,9,14,"too little to go on to commit: uncertainty 0.93, peak traceability 1.34",1.975,retreat,0.35,0.9321,12,18,0.014735,1.3444,3,belief,B_poi_weighted,835894097,0,0,,5,8,9,17
65,hold_position,,,9,14,"too little to go on to commit: uncertainty 0.93, peak traceability 1.35",2.0,retreat,0.35,0.9322,12,18,0.014786,1.3522,3,belief,B_poi_weighted,835894097,0,0,,5,9,9,17
66,hold_position,,,9,14,"too little to go on to commit: uncertainty 0.93, peak traceability 1.36",2.025,retreat,0.35,0.9323,12,18,0.014833,1.3596,3,belief,B_poi_weighted,835894097,0,0,,6,9,9,17
67,hold_position,,,9,14,"too little to go on to commit: uncertainty 0.92, peak traceability 82.23",1.0,retreat,0.35,0.9166,7,9,0.049202,82.2311,3,belief,B_poi_weighted,835894097,0,1,,7,9,10,15
68,hold_position,,,9,14,"too little to go on to commit: uncertainty 0.67, peak traceability 333.48",1.0,retreat,0.35,0.6689,7,9,0.197734,333.4781,3,belief,B_poi_weighted,835894097,0,1,,8,9,10,14
69,hold_position,,,9,14,"too little to go on to commit: uncertainty 0.46, peak traceability 398.97",1.0,retreat,0.35,0.4573,7,9,0.234517,398.965,3,belief,B_poi_weighted,835894097,0,1,,9,9,10,14
70,hold_position,,,9,14,"too little to go on to commit: uncertainty 0.45, peak traceability 342.41",1.0,retreat,0.35,0.4519,7,9,0.199598,342.4082,3,belief,B_poi_weighted,835894097,0,1,,9,10,10,14
71,hold_position,,,9,14,"too little to go on to commit: uncertainty 0.48, peak traceability 285.89",1.0,retreat,0.35,0.4813,7,9,0.165322,285.8937,3,belief,B_poi_weighted,835894097,0,1,,10,10,10,14
72,hold_position,,,9,14,"too little to go on to commit: uncertainty 0.51, peak traceability 240.11",1.0,retreat,0.35,0.509,7,9,0.13778,240.1144,3,belief,B_poi_weighted,835894097,0,1,,10,11,10,14
73,hold_position,,,9,14,"too little to go on to commit: uncertainty 0.53, peak traceability 7961.68",1.0,flank,0.2028,0.5313,8,9,0.11693,7961.675,3,belief,B_poi_weighted,835894097,0,1,,10,12,10,14
74,hold_position,,,9,14,"too little to go on to commit: uncertainty 0.53, peak traceability 178840.23",1.0,retreat,0.35,0.5267,10,14,0.216176,178840.2318,3,belief,B_poi_weighted,835894097,0,1,,10,13,9,13
75,hold_position,,,9,14,"too little to go on to commit: uncertainty 0.53, peak traceability 141395.38",1.0,retreat,0.35,0.5266,10,14,0.177804,141395.3769,3,belief,B_poi_weighted,835894097,0,1,,10,14,9,13
0,search,9,18,8,12,"following the evidence: peak (9, 18) at 0.053, traceability 10.58",-18.6938,search,2.6437,0.8454,9,18,0.05262,10.5767,4,belief,B_poi_weighted,11117006,1,1,10.5767,10,18,9,18
1,call_reinforcements,10,17,9,12,"following the evidence: peak (10, 17) at 0.397, traceability 160.45",-19.7236,hold_position,20.7236,0.5463,10,17,0.39748,160.4476,4,belief,B_poi_weighted,11117006,1,1,52.159,10,17,10,17
2,hold_position,,,9,12,"too little to go on to commit: uncertainty 0.45, peak traceability 202.21",1.0,retreat,0.35,0.4489,10,17,0.359831,202.2136,4,belief,B_poi_weighted,11117006,0,1,,10,16,10,17
3,hold_position,,,9,12,"too little to go on to commit: uncertainty 0.47, peak traceability 183.26",1.0,retreat,0.35,0.4662,10,17,0.269703,183.2638,4,belief,B_poi_weighted,11117006,0,1,,10,15,10,16
4,hold_position,,,9,12,"too little to go on to commit: uncertainty 0.49, peak traceability 370.46",1.0,retreat,0.35,0.4912,10,16,0.230581,370.46,4,belief,B_poi_weighted,11117006,0,1,,10,14,10,16
5,hold_position,,,9,12,"too little to go on to commit: uncertainty 0.51, peak traceability 372.91",1.0,retreat,0.35,0.511,10,16,0.211661,372.9067,4,belief,B_poi_weighted,11117006,0,1,,9,14,10,16
6,hold_position,,,9,12,"too little to go on to commit: uncertainty 0.53, peak traceability 362.15",1.0,retreat,0.35,0.5262,10,16,0.191619,362.151,4,belief,B_poi_weighted,11117006,0,1,,9,13,10,15
7,hold_position,,,9,12,"too little to go on to commit: uncertainty 0.57, peak traceability 322.76",1.025,retreat,0.35,0.5664,10,16,0.161283,322.7555,4,belief,B_poi_weighted,11117006,0,1,,8,13,10,15
8,hold_position,,,9,12,"too little to go on to commit: uncertainty 0.55, peak traceability 350.55",1.0,retreat,0.35,0.5457,10,16,0.166838,350.5456,4,belief,B_poi_weighted,11117006,0,1,,8,12,10,15
0,search,1,11,11,3,"following the evidence: peak (1, 11) at 0.059, traceability 11.79",-11.443,hold_position,10.0065,0.8494,1,11,0.058658,11.7903,5,belief,B_poi_weighted,345867229,1,1,11.7903,1,12,1,11
1,search,1,11,10,3,"following the evidence: peak (1, 11) at 0.059, traceability 10.63",-13.133,hold_position,14.158,0.8336,1,11,0.058877,10.6332,5,belief,B_poi_weighted,345867229,1,1,11.2896,2,12,1,11
2,search,1,11,10,2,"following the evidence: peak (1, 11) at 0.057, traceability 9.78",-14.3162,hold_position,15.3662,0.8235,1,11,0.056874,9.7783,5,belief,B_poi_weighted,345867229,1,1,10.753,2,11,1,11
3,search,1,11,9,2,"following the evidence: peak (1, 11) at 0.055, traceability 9.12",-15.2392,hold_position,16.3142,0.8186,1,11,0.054596,9.1218,5,belief,B_poi_weighted,345867229,1,1,10.25,2,10,1,11
4,search,1,11,8,2,"following the evidence: peak (1, 11) at 0.053, traceability 8.57",-16.0709,search,16.318,0.815,1,11,0.052547,8.5731,5,belief,B_poi_weighted,345867229,1,1,9.7984,3,10,1,11
5,search,1,11,7,2,"following the evidence: peak (1, 11) at 0.050, traceability 8.19",-16.6687,search,15.5522,0.8156,1,11,0.050396,8.1916,5,belief,B_poi_weighted,345867229,1,1,9.3963,3,9,1,11
6,search,1,11,6,2,"following the evidence: peak (1, 11) at 0.048, traceability 7.87",-17.2102,search,14.7845,0.8174,1,11,0.048455,7.8739,5,belief,B_poi_weighted,345867229,1,1,9.0378,4,9,1,11
7,search,3,9,6,3,"following the evidence: peak (3, 9) at 0.091, traceability 12.09",-26.5036,search,4.9462,0.6787,3,9,0.090671,12.0887,5,belief,B_poi_weighted,345867229,1,1,15.1895,5,9,3,9
8,search,3,9,6,4,"following the evidence: peak (3, 9) at 0.081, traceability 10.00",-31.1549,search,9.1439,0.6831,3,9,0.081082,10.0023,5,belief,B_poi_weighted,345867229,1,1,13.4202,6,9,3,9
